"Catalog / Data Sheet","Part No.","Status","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","AEC- Q200"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1C475M085AB.pdf","C2012JB1C475M085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","4.7μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1C685K085AC.pdf","C2012JB1C685K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","6.8μF","±10%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1C685M085AC.pdf","C2012JB1C685M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","6.8μF","±20%","16","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E106K085AC.pdf","C2012JB1E106K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E106K125AB.pdf","C2012JB1E106K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E106M085AC.pdf","C2012JB1E106M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E106M125AB.pdf","C2012JB1E106M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E155K085AC.pdf","C2012JB1E155K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","1.5μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E155K125AB.pdf","C2012JB1E155K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E155M085AC.pdf","C2012JB1E155M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","1.5μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E155M125AB.pdf","C2012JB1E155M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E156M125AC.pdf","C2012JB1E156M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","15μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E225K085AB.pdf","C2012JB1E225K085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E225K125AC.pdf","C2012JB1E225K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E225M085AB.pdf","C2012JB1E225M085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E225M125AC.pdf","C2012JB1E225M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E335K085AC.pdf","C2012JB1E335K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","3.3μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E335K125AB.pdf","C2012JB1E335K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±10%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E335M085AC.pdf","C2012JB1E335M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","3.3μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E335M125AB.pdf","C2012JB1E335M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±20%","25","JB","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012JB1E475K085AC.pdf","C2012JB1E475K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","4.7μF","±10%","25","JB","No"
